row_id,game_a,text_a,level_id_a,game_b,text_b,level_id_b,blend_type,text_c
4,dungeon,walls form central open area with bats around edges and bottom path,122,the_legend_of_zelda,floor with diagonal wall zigzag in right half,175,b_base,"Floor with diagonal wall zigzag in the right half, with walls forming a central open area, bats around the edges, and a bottom path"
5,super_mario_bros,rising ground staircase slope with left floating ground platform,206,the_legend_of_zelda,checkerboard floor with four block diamond clusters near center,401,concat,rising ground staircase slope with left floating ground platform checkerboard floor with four block diamond clusters near center
5,super_mario_bros,rising ground staircase slope with left floating ground platform,206,the_legend_of_zelda,checkerboard floor with four block diamond clusters near center,401,mix,"A checkerboard floor stretches out as the ground begins to rise into a staircase like slope, where four diamond shaped clusters of blocks gather near the center and a floating platform hovers to the left above the ascending terrain."
5,super_mario_bros,rising ground staircase slope with left floating ground platform,206,the_legend_of_zelda,checkerboard floor with four block diamond clusters near center,401,a_base,Rising ground staircase slope with left floating ground platform and a checkerboard floor featuring four block diamond clusters near the center
5,super_mario_bros,rising ground staircase slope with left floating ground platform,206,the_legend_of_zelda,checkerboard floor with four block diamond clusters near center,401,b_base,checkerboard floor on a rising staircase slope with four block diamond clusters near the center and a floating ground platform on the left
6,dungeon,cross shaped wall with bats around and open path edges,227,the_legend_of_zelda,central floor with scattered blocks and surrounding wall,366,concat,central floor with scattered blocks and surrounding wall cross shaped wall with bats around and open path edges
6,dungeon,cross shaped wall with bats around and open path edges,227,the_legend_of_zelda,central floor with scattered blocks and surrounding wall,366,mix,"A central floor is strewn with scattered blocks and enclosed by a surrounding wall that forms a cross shaped structure, where bats gather along the open path edges that lead outward."
6,dungeon,cross shaped wall with bats around and open path edges,227,the_legend_of_zelda,central floor with scattered blocks and surrounding wall,366,a_base,"Cross shaped wall with bats around, open path edges, and a central floor with scattered blocks surrounded by the wall"
6,dungeon,cross shaped wall with bats around and open path edges,227,the_legend_of_zelda,central floor with scattered blocks and surrounding wall,366,b_base,"Central floor with scattered blocks, surrounded by a cross shaped wall with bats around and open path edges"
7,the_legend_of_zelda,floor with diagonal wall zigzag in right half,175,dungeon,walls form central block with right looped path and scattered bats,197,concat,floor with diagonal wall zigzag in right half walls form central block with right looped path and scattered bats
7,the_legend_of_zelda,floor with diagonal wall zigzag in right half,175,dungeon,walls form central block with right looped path and scattered bats,197,mix,"A diagonal zigzag wall cuts across the right half of the floor while the surrounding walls gather into a central block that feeds into a looping path on the right, where scattered bats drift through the open space."
7,the_legend_of_zelda,floor with diagonal wall zigzag in right half,175,dungeon,walls form central block with right looped path and scattered bats,197,a_base,"Floor with diagonal wall zigzag in right half, where walls form a central block with a right looped path and scattered bats"
7,the_legend_of_zelda,floor with diagonal wall zigzag in right half,175,dungeon,walls form central block with right looped path and scattered bats,197,b_base,"Walls form a central block with a right looped path and scattered bats, and the floor features a diagonal wall zigzag in the right half"
8,lode_runner,ground maze with ladders ropes gold scattered enemy top center,451,dungeon,bats clustered in top center above scattered wall blocks and open paths,340,concat,ground maze with ladders ropes gold scattered enemy top center bats clustered in top center above scattered wall blocks and open paths
8,lode_runner,ground maze with ladders ropes gold scattered enemy top center,451,dungeon,bats clustered in top center above scattered wall blocks and open paths,340,mix,A ground level maze of scattered wall blocks and open paths is threaded with ladders and ropes leading upward toward the top center where gold lies among enemies while a cluster of bats hangs above.
8,lode_runner,ground maze with ladders ropes gold scattered enemy top center,451,dungeon,bats clustered in top center above scattered wall blocks and open paths,340,a_base,ground maze with ladders ropes gold scattered enemy top center bats clustered in top center above scattered wall blocks and open paths
8,lode_runner,ground maze with ladders ropes gold scattered enemy top center,451,dungeon,bats clustered in top center above scattered wall blocks and open paths,340,b_base,bats clustered in top center above a ground maze of scattered wall blocks and open paths with ladders ropes gold scattered and enemy
9,super_mario_bros,flat ground platform with three goomba spaced across,382,dungeon,scattered wall blocks with bats across open paths,348,concat,scattered wall blocks with bats across open paths flat ground platform with three goomba spaced across
9,super_mario_bros,flat ground platform with three goomba spaced across,382,dungeon,scattered wall blocks with bats across open paths,348,mix,A flat ground platform stretches out with three goombas spaced along it while scattered wall blocks shape open paths overhead where bats flit between the gaps.
9,super_mario_bros,flat ground platform with three goomba spaced across,382,dungeon,scattered wall blocks with bats across open paths,348,a_base,Flat ground platform with three goomba spaced across and scattered wall blocks with bats across open paths
9,super_mario_bros,flat ground platform with three goomba spaced across,382,dungeon,scattered wall blocks with bats across open paths,348,b_base,scattered wall blocks with bats across open paths on a flat ground platform with three goomba spaced across
10,the_legend_of_zelda,large open floor room surrounded by wall with two door openings left and right,265,lode_runner,ground border diggable ground center ladder right rope none gold scattered enemy left,125,concat,ground border diggable ground center ladder right rope none gold scattered enemy left large open floor room surrounded by wall with two door openings left and right
10,the_legend_of_zelda,large open floor room surrounded by wall with two door openings left and right,265,lode_runner,ground border diggable ground center ladder right rope none gold scattered enemy left,125,mix,"A large open room is enclosed by solid walls with doorways on the left and right, while along the ground a bordered strip frames a diggable center where a ladder rises on the right, scattered gold glints across the floor, and an enemy waits to the left."
10,the_legend_of_zelda,large open floor room surrounded by wall with two door openings left and right,265,lode_runner,ground border diggable ground center ladder right rope none gold scattered enemy left,125,a_base,"Large open floor room surrounded by walls with two door openings on the left and right, a diggable ground border with a ladder in the center, a rope on the right, no rope elsewhere, scattered gold, and an enemy on the left"
10,the_legend_of_zelda,large open floor room surrounded by wall with two door openings left and right,265,lode_runner,ground border diggable ground center ladder right rope none gold scattered enemy left,125,b_base,ground border diggable ground center ladder right rope none gold scattered enemy left large open floor room surrounded by wall with two door openings left and right
11,the_legend_of_zelda,rectangular wall border with inner water pool surrounded by floor corridor and side doors,80,lode_runner,ground maze left diggable ground right ladder center rope right gold left enemy top right,92,concat,ground maze left diggable ground right ladder center rope right gold left enemy top right rectangular wall border with inner water pool surrounded by floor corridor and side doors
11,the_legend_of_zelda,rectangular wall border with inner water pool surrounded by floor corridor and side doors,80,lode_runner,ground maze left diggable ground right ladder center rope right gold left enemy top right,92,mix,"A rectangular wall border encloses a floor corridor with side doors that wraps around an inner water pool, while the left side opens into a ground maze with a gold cache and the right side becomes diggable earth leading to a rope and ladder at the center, and an enemy waits near the top right."
11,the_legend_of_zelda,rectangular wall border with inner water pool surrounded by floor corridor and side doors,80,lode_runner,ground maze left diggable ground right ladder center rope right gold left enemy top right,92,a_base,"Rectangular wall border forming a ground maze with an inner water pool, surrounded by a floor corridor with side doors, featuring diggable ground on the left, a ladder on the right, a rope in the center, gold on the right, an enemy on the left, and a top right area."
11,the_legend_of_zelda,rectangular wall border with inner water pool surrounded by floor corridor and side doors,80,lode_runner,ground maze left diggable ground right ladder center rope right gold left enemy top right,92,b_base,ground maze with rectangular wall border left diggable ground right ladder center rope right gold left enemy top right with inner water pool surrounded by floor corridor and side doors
12,super_mario_bros,scattered ground platforms with a pipe on left and a cannon on right,390,dungeon,central open area with surrounding wall blocks and bats along edges and paths,253,concat,central open area with surrounding wall blocks and bats along edges and paths scattered ground platforms with a pipe on left and a cannon on right
12,super_mario_bros,scattered ground platforms with a pipe on left and a cannon on right,390,dungeon,central open area with surrounding wall blocks and bats along edges and paths,253,mix,"A central open area is framed by surrounding wall blocks, with scattered ground platforms forming paths along the edges where bats linger, while a pipe anchors the left side and a cannon stands on the right."
12,super_mario_bros,scattered ground platforms with a pipe on left and a cannon on right,390,dungeon,central open area with surrounding wall blocks and bats along edges and paths,253,a_base,"Scattered ground platforms with a pipe on the left and a cannon on the right, framing a central open area surrounded by wall blocks with bats along the edges and paths"
12,super_mario_bros,scattered ground platforms with a pipe on left and a cannon on right,390,dungeon,central open area with surrounding wall blocks and bats along edges and paths,253,b_base,"Central open area with surrounding wall blocks and bats along the edges and paths, featuring scattered ground platforms with a pipe on the left and a cannon on the right"
13,lode_runner,ground bottom band diggable ground central blocks gold scattered mid enemy pink left mid rope top,338,dungeon,grid of wall blocks with scattered bats and narrow paths,176,concat,ground bottom band diggable ground central blocks gold scattered mid enemy pink left mid rope top grid of wall blocks with scattered bats and narrow paths
13,lode_runner,ground bottom band diggable ground central blocks gold scattered mid enemy pink left mid rope top,338,dungeon,grid of wall blocks with scattered bats and narrow paths,176,mix,"A bottom band of diggable ground supports a central grid of wall blocks that forms narrow paths, with scattered gold tucked between the blocks, bats flitting through the corridors, a pink enemy lurking on the left side of the mid area, and a rope hanging from the top down toward the center."
13,lode_runner,ground bottom band diggable ground central blocks gold scattered mid enemy pink left mid rope top,338,dungeon,grid of wall blocks with scattered bats and narrow paths,176,a_base,"Ground bottom band of diggable ground with central blocks and gold scattered mid, a grid of wall blocks forming narrow paths with scattered bats, enemy pink left mid, rope top."
13,lode_runner,ground bottom band diggable ground central blocks gold scattered mid enemy pink left mid rope top,338,dungeon,grid of wall blocks with scattered bats and narrow paths,176,b_base,"Grid of wall blocks with scattered bats and narrow paths above a bottom band of diggable ground, central blocks with scattered gold, a pink enemy on the left mid, and a rope at the top."
14,lode_runner,ground border diggable ground left wall platforms gold scattered upper mid enemy mid rope top ladder,344,super_mario_bros,two pipes on ground with goombas and small breakable block platforms above,268,concat,ground border diggable ground left wall platforms gold scattered upper mid enemy mid rope top ladder two pipes on ground with goombas and small breakable block platforms above
14,lode_runner,ground border diggable ground left wall platforms gold scattered upper mid enemy mid rope top ladder,344,super_mario_bros,two pipes on ground with goombas and small breakable block platforms above,268,mix,"Along the left wall a diggable ground border runs beneath raised platforms where scattered gold glints, while two pipes sit on the ground with goombas patrolling nearby and small breakable block platforms above, and a mid level enemy guards the upper middle as a rope leads up to a ladder at the top."
14,lode_runner,ground border diggable ground left wall platforms gold scattered upper mid enemy mid rope top ladder,344,super_mario_bros,two pipes on ground with goombas and small breakable block platforms above,268,a_base,ground border diggable ground with two pipes and goombas left wall platforms with small breakable block platforms above gold scattered upper mid enemy mid rope top ladder
14,lode_runner,ground border diggable ground left wall platforms gold scattered upper mid enemy mid rope top ladder,344,super_mario_bros,two pipes on ground with goombas and small breakable block platforms above,268,b_base,"Two pipes on the ground with goombas and small breakable block platforms above, bordered by diggable ground with a left wall, scattered gold, upper and mid platforms, a mid enemy, and a top rope ladder"
15,the_legend_of_zelda,square floor room with central block cluster and surrounding wall,456,dungeon,spiral wall path with bats clustered on right side,156,concat,spiral wall path with bats clustered on right side square floor room with central block cluster and surrounding wall
15,the_legend_of_zelda,square floor room with central block cluster and surrounding wall,456,dungeon,spiral wall path with bats clustered on right side,156,mix,"A square-floored room is enclosed by a continuous wall that folds into a spiral path around a central cluster of blocks, and along the right side of the winding wall the bats gather in a dense roost."
15,the_legend_of_zelda,square floor room with central block cluster and surrounding wall,456,dungeon,spiral wall path with bats clustered on right side,156,a_base,"Square floor room with a central block cluster and a surrounding spiral wall path, with bats clustered on the right side."
15,the_legend_of_zelda,square floor room with central block cluster and surrounding wall,456,dungeon,spiral wall path with bats clustered on right side,156,b_base,"Spiral wall path in a square floor room with a central block cluster and surrounding wall, with bats clustered on the right side"
16,the_legend_of_zelda,central stair with scattered blocks on floor inside surrounding wall,238,dungeon,bats clustered along left wall with winding path to right,322,concat,bats clustered along left wall with winding path to right central stair with scattered blocks on floor inside surrounding wall
16,the_legend_of_zelda,central stair with scattered blocks on floor inside surrounding wall,238,dungeon,bats clustered along left wall with winding path to right,322,mix,"Inside a surrounding wall, bats cluster along the left side as a winding path leads past scattered floor blocks toward a central stair rising on the right."
16,the_legend_of_zelda,central stair with scattered blocks on floor inside surrounding wall,238,dungeon,bats clustered along left wall with winding path to right,322,a_base,"Central stair with scattered blocks on the floor inside a surrounding wall, bats clustered along the left wall with a winding path leading to the right"
16,the_legend_of_zelda,central stair with scattered blocks on floor inside surrounding wall,238,dungeon,bats clustered along left wall with winding path to right,322,b_base,"Bats clustered along the left wall with a winding path leading right toward a central stair, scattered blocks on the floor inside the surrounding wall"
17,the_legend_of_zelda,square floor room with two monsters centered and doors top bottom,241,lode_runner,ground left platforms diggable ground right wall ladder center rope none gold top left enemy center,407,concat,square floor room with two monsters centered and doors top bottom ground left platforms diggable ground right wall ladder center rope none gold top left enemy center
17,the_legend_of_zelda,square floor room with two monsters centered and doors top bottom,241,lode_runner,ground left platforms diggable ground right wall ladder center rope none gold top left enemy center,407,mix,"A square-floored room is split between diggable ground and a solid right wall with a ladder, while a rope hangs near the center above two monsters and an enemy, gold rests on an upper left platform, and doors open at the top and bottom."
17,the_legend_of_zelda,square floor room with two monsters centered and doors top bottom,241,lode_runner,ground left platforms diggable ground right wall ladder center rope none gold top left enemy center,407,a_base,"Square floor room with two monsters centered and doors at the top and bottom, featuring ground and platforms on the left, diggable ground on the right, a wall ladder in the center, no rope, gold at the top left, and an enemy in the center"
17,the_legend_of_zelda,square floor room with two monsters centered and doors top bottom,241,lode_runner,ground left platforms diggable ground right wall ladder center rope none gold top left enemy center,407,b_base,square floor room with two enemies centered and doors top bottom with diggable ground left platforms diggable ground right wall ladder center rope none gold top left enemy center
18,dungeon,walls form scattered blocks with winding paths between them,298,super_mario_bros,flat ground with three pipes and scattered goombas and a question block overhead,275,concat,walls form scattered blocks with winding paths between them flat ground with three pipes and scattered goombas and a question block overhead
18,dungeon,walls form scattered blocks with winding paths between them,298,super_mario_bros,flat ground with three pipes and scattered goombas and a question block overhead,275,mix,"On flat ground, scattered wall blocks create winding paths that weave past three pipes and roaming goombas, while a question block hangs overhead along the route."
18,dungeon,walls form scattered blocks with winding paths between them,298,super_mario_bros,flat ground with three pipes and scattered goombas and a question block overhead,275,a_base,"Walls form scattered blocks with winding paths between them on flat ground, featuring three pipes, scattered goombas, and a question block overhead"
18,dungeon,walls form scattered blocks with winding paths between them,298,super_mario_bros,flat ground with three pipes and scattered goombas and a question block overhead,275,b_base,"Flat ground with three pipes, scattered goombas, and a question block overhead, with walls forming scattered blocks and winding paths between them"
19,the_legend_of_zelda,square floor bordered by wall with central stair,354,lode_runner,ground border maze diggable ground corridors ladders right gold scattered enemy none,19,concat,square floor bordered by wall with central stair ground border maze diggable ground corridors ladders right gold scattered enemy none
19,the_legend_of_zelda,square floor bordered by wall with central stair,354,lode_runner,ground border maze diggable ground corridors ladders right gold scattered enemy none,19,mix,"A square floor is enclosed by a bordering wall where a central stair rises, and along the ground edge a maze of diggable corridors winds through the border with ladders on the right leading down to scattered gold and no enemies in sight."
19,the_legend_of_zelda,square floor bordered by wall with central stair,354,lode_runner,ground border maze diggable ground corridors ladders right gold scattered enemy none,19,a_base,"Square floor bordered by wall with a central stair, surrounded by a ground border maze of diggable ground corridors with ladders on the right, scattered gold, and no enemies"
19,the_legend_of_zelda,square floor bordered by wall with central stair,354,lode_runner,ground border maze diggable ground corridors ladders right gold scattered enemy none,19,b_base,ground border maze with diggable ground corridors on a square floor bordered by wall with a central stair ladders right gold scattered enemy none
20,dungeon,walls form scattered blocks with bats on them and winding paths between,355,lode_runner,ground bottom band ladder right edge gold scattered mid enemypink person left mid,271,concat,ground bottom band ladder right edge gold scattered mid enemypink person left mid walls form scattered blocks with bats on them and winding paths between
20,dungeon,walls form scattered blocks with bats on them and winding paths between,355,lode_runner,ground bottom band ladder right edge gold scattered mid enemypink person left mid,271,mix,"Scattered blocklike walls marked with bats rise from a ground band along the bottom, creating winding paths through the middle where bits of gold lie strewn, while an enemy pink figure stands to the left and a ladder climbs the right edge."
20,dungeon,walls form scattered blocks with bats on them and winding paths between,355,lode_runner,ground bottom band ladder right edge gold scattered mid enemypink person left mid,271,a_base,"Walls form scattered gold blocks with bats on them, with winding paths between, a ground bottom band, a ladder on the right edge, an enemypink person at left mid, and scattered elements in the mid."
20,dungeon,walls form scattered blocks with bats on them and winding paths between,355,lode_runner,ground bottom band ladder right edge gold scattered mid enemypink person left mid,271,b_base,ground bottom band ladder right edge gold scattered mid enemypink person left mid walls form scattered blocks with bats on them and winding paths between
21,the_legend_of_zelda,open floor room with two monsters centered and door at bottom,207,dungeon,bats clustered along right wall with central winding path,48,concat,open floor room with two monsters centered and door at bottom bats clustered along right wall with central winding path
21,the_legend_of_zelda,open floor room with two monsters centered and door at bottom,207,dungeon,bats clustered along right wall with central winding path,48,mix,"An open floor chamber is organized around a central winding path where two monsters stand at the core, while bats cluster along the right wall and a door anchors the bottom exit."
21,the_legend_of_zelda,open floor room with two monsters centered and door at bottom,207,dungeon,bats clustered along right wall with central winding path,48,a_base,"Open floor room with two monsters centered, a door at the bottom, bats clustered along the right wall, and a central winding path"
21,the_legend_of_zelda,open floor room with two monsters centered and door at bottom,207,dungeon,bats clustered along right wall with central winding path,48,b_base,"Open floor room with bats clustered along the right wall, a central winding path, two monsters centered, and a door at the bottom"
22,dungeon,two bat clusters separated by central path corridors and surrounding wall blocks,132,the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,480,concat,diagonal wall band across floor with doors top and bottom two bat clusters separated by central path corridors and surrounding wall blocks
22,dungeon,two bat clusters separated by central path corridors and surrounding wall blocks,132,the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,480,mix,"Two clusters of bats occupy opposite sides of the space, divided by central path corridors that cut through surrounding wall blocks, while a diagonal band of walling crosses the floor and is pierced by doors at the top and bottom to connect the separated areas."
22,dungeon,two bat clusters separated by central path corridors and surrounding wall blocks,132,the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,480,a_base,"Two bat clusters separated by central path corridors and surrounding wall blocks, with a diagonal wall band across the floor featuring doors at the top and bottom."
22,dungeon,two bat clusters separated by central path corridors and surrounding wall blocks,132,the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,480,b_base,"Diagonal wall band across the floor forming a central path corridor, with two bat clusters separated along it and surrounding wall blocks, and doors at the top and bottom."
23,super_mario_bros,ground left and bottom with scattered breakable block platforms and coin cluster,40,the_legend_of_zelda,square wall border with large central floor area and left door,489,concat,square wall border with large central floor area and left door ground left and bottom with scattered breakable block platforms and coin cluster
23,super_mario_bros,ground left and bottom with scattered breakable block platforms and coin cluster,40,the_legend_of_zelda,square wall border with large central floor area and left door,489,mix,"A square-walled room encloses a large central floor area with a door set into the left wall, while the ground extends along the left and bottom edges where scattered breakable block platforms rise above the surface and a small cluster of coins draws attention nearby."
23,super_mario_bros,ground left and bottom with scattered breakable block platforms and coin cluster,40,the_legend_of_zelda,square wall border with large central floor area and left door,489,a_base,"Square wall border with a large central floor area and a left door, with the ground along the left and bottom featuring scattered breakable block platforms and a coin cluster"
23,super_mario_bros,ground left and bottom with scattered breakable block platforms and coin cluster,40,the_legend_of_zelda,square wall border with large central floor area and left door,489,b_base,"Square wall border with large central floor area and left door, grounded on the left and bottom with scattered breakable block platforms and a coin cluster"
24,the_legend_of_zelda,square floor room with four monsters near corners and side doors,418,lode_runner,ground bottom right ladders right rope mid gold upper right enemy left,343,concat,square floor room with four monsters near corners and side doors ground bottom right ladders right rope mid gold upper right enemy left
24,the_legend_of_zelda,square floor room with four monsters near corners and side doors,418,lode_runner,ground bottom right ladders right rope mid gold upper right enemy left,343,mix,"A square floored room opens with side doors and a rope hanging through the middle, while ladders rise along the right wall from the ground at the bottom right toward a gold cache in the upper right, four monsters lurk near the corners, and an enemy waits on the left."
24,the_legend_of_zelda,square floor room with four monsters near corners and side doors,418,lode_runner,ground bottom right ladders right rope mid gold upper right enemy left,343,a_base,"Square floor room with four monsters near the corners, side doors, a ground area at the bottom right with ladders on the right, a rope in the middle, gold in the upper right, and an enemy on the left"
24,the_legend_of_zelda,square floor room with four monsters near corners and side doors,418,lode_runner,ground bottom right ladders right rope mid gold upper right enemy left,343,b_base,Square floor room with ground bottom right ladders right rope mid gold upper right enemy left and four monsters near corners and side doors
25,dungeon,two bat clusters separated by central path corridors and surrounding wall blocks,132,the_legend_of_zelda,large floor room with central wall pillar and two side doors,319,concat,large floor room with central wall pillar and two side doors two bat clusters separated by central path corridors and surrounding wall blocks
25,dungeon,two bat clusters separated by central path corridors and surrounding wall blocks,132,the_legend_of_zelda,large floor room with central wall pillar and two side doors,319,mix,"A large floor room is organized around a central wall pillar that anchors a main corridor, with surrounding wall blocks shaping two separated bat clusters on either side and side doors set into the flanking walls to connect the space outward."
25,dungeon,two bat clusters separated by central path corridors and surrounding wall blocks,132,the_legend_of_zelda,large floor room with central wall pillar and two side doors,319,a_base,"Two bat clusters separated by central path corridors within a large floor room featuring a central wall pillar, two side doors, and surrounding wall blocks"
25,dungeon,two bat clusters separated by central path corridors and surrounding wall blocks,132,the_legend_of_zelda,large floor room with central wall pillar and two side doors,319,b_base,"Large floor room with a central wall pillar forming two path corridors, two side doors, and surrounding wall blocks creating two bat clusters on either side."
26,dungeon,path forms t shape walls with bat clusters in corners,318,super_mario_bros,flat ground with two goomba between two pipe,433,concat,path forms t shape walls with bat clusters in corners flat ground with two goomba between two pipe
26,dungeon,path forms t shape walls with bat clusters in corners,318,super_mario_bros,flat ground with two goomba between two pipe,433,mix,"A flat stretch of ground leads into a T shaped path framed by walls, with two pipes flanking two Goombas near the junction and bat clusters tucked into the corner spaces."
26,dungeon,path forms t shape walls with bat clusters in corners,318,super_mario_bros,flat ground with two goomba between two pipe,433,a_base,path forms t shape walls with bat clusters in corners on flat ground with two goomba between two pipe
26,dungeon,path forms t shape walls with bat clusters in corners,318,super_mario_bros,flat ground with two goomba between two pipe,433,b_base,"Flat ground with a T shaped path, two goomba between two pipe, and walls with bat clusters in the corners"
27,lode_runner,ground border maze diggable ground corridors ladders right gold scattered enemy none,19,the_legend_of_zelda,spiral wall corridor with waterfloor channel inside,294,concat,ground border maze diggable ground corridors ladders right gold scattered enemy none spiral wall corridor with waterfloor channel inside
27,lode_runner,ground border maze diggable ground corridors ladders right gold scattered enemy none,19,the_legend_of_zelda,spiral wall corridor with waterfloor channel inside,294,mix,"A ground level border maze forms diggable corridors that spiral inward along a wall lined with a waterfloor channel, with ladders connecting the turns and scattered gold tucked into the winding passageways while no enemies appear."
27,lode_runner,ground border maze diggable ground corridors ladders right gold scattered enemy none,19,the_legend_of_zelda,spiral wall corridor with waterfloor channel inside,294,a_base,ground border maze diggable ground spiral wall corridors with ladders right gold scattered waterfloor channel inside enemy none
27,lode_runner,ground border maze diggable ground corridors ladders right gold scattered enemy none,19,the_legend_of_zelda,spiral wall corridor with waterfloor channel inside,294,b_base,"Spiral wall corridor maze with a waterfloor channel inside, bordered by diggable ground corridors with ladders on the right and scattered gold, no enemies"
28,dungeon,walls form central blocks with bats clustered in lower left and right,257,the_legend_of_zelda,three vertical floor corridors separated by wall blocks,518,concat,three vertical floor corridors separated by wall blocks walls form central blocks with bats clustered in lower left and right
28,dungeon,walls form central blocks with bats clustered in lower left and right,257,the_legend_of_zelda,three vertical floor corridors separated by wall blocks,518,mix,"Three vertical floor corridors run through the space, divided by central wall blocks that create enclosed sections where bats cluster in the lower left and lower right."
28,dungeon,walls form central blocks with bats clustered in lower left and right,257,the_legend_of_zelda,three vertical floor corridors separated by wall blocks,518,a_base,"Walls form central blocks creating three vertical floor corridors, with bats clustered in the lower left and right."
28,dungeon,walls form central blocks with bats clustered in lower left and right,257,the_legend_of_zelda,three vertical floor corridors separated by wall blocks,518,b_base,three vertical floor corridors separated by wall blocks forming central blocks with bats clustered in the lower left and right
29,super_mario_bros,staircase breakable block pyramid on ground with goomba right,371,dungeon,walls form e shape with bats scattered along paths,236,concat,staircase breakable block pyramid on ground with goomba right walls form e shape with bats scattered along paths
